split,task,seed,spawn_index,target_index,route,teacher,success,truncated,decisions,total_reward,event_types,protocol_inconsistent,scenario_hash
test,static_hit,956714102,0,0,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,1917917102,2,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,1273763819,2,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,840354431,0,2,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,142095247,0,0,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,1475963233,2,0,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,2032119093,2,1,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,347610799,1,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,1638698613,2,2,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,814269995,0,2,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,1043561999,1,1,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,1784806553,0,0,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,327832981,2,1,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,1454428012,0,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,433190671,2,1,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,752059609,2,0,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,1423005613,2,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,static_hit,714653977,0,1,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1612608642,0,1,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,162009335,2,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1077244708,0,2,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1352725275,2,1,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,376097255,1,0,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,484863644,2,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,808533086,1,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,681548021,1,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,51606938,1,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,2111761308,0,0,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1826994148,2,0,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,353476107,1,1,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,934030636,2,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1798630843,0,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1895461469,0,1,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,40247720,0,0,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,869554820,1,2,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,813339658,0,2,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,836025733,2,2,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,508788191,0,0,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1939972172,0,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,480872117,1,1,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,984834733,1,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1677947833,0,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,47480005,0,2,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,242325595,0,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1761071045,2,1,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1515624126,1,2,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,896729721,2,1,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,2147437055,1,0,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,890806240,1,2,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1980328340,0,2,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,2009179439,2,2,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,859460195,2,2,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1422738671,0,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,817491183,1,1,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1711829205,0,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,940251058,1,0,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1450789661,1,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,402020821,0,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1149397007,0,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,94706544,2,0,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1108273308,0,0,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1855917986,2,1,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1525439080,1,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,969719617,1,2,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1855729225,1,1,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,608373596,1,0,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,2008590606,2,2,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1479151322,1,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1998435897,2,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1667800086,1,1,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,201610188,1,0,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,843499184,1,0,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1197486881,1,1,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,89626776,2,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,207688952,2,2,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1036572951,1,2,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1850336985,0,0,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1227148460,0,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1848730362,0,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,6897077,1,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,490205800,2,0,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,675112536,0,1,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,314240363,1,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1887078604,1,0,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,72220003,0,1,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,308971258,0,2,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1390641979,2,2,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,805162635,0,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1261371441,2,1,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,600069918,2,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,45074725,1,2,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,2024911901,1,0,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1403504967,1,0,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,98985397,1,0,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1281313079,0,1,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,804464669,0,0,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,849240826,0,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,2098192670,1,0,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1743781017,0,0,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1900191709,2,1,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,206837716,0,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,593389747,1,2,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,338154222,2,2,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1813525229,2,0,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1196545104,1,0,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,2119829311,0,2,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,487034707,0,0,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,329976046,0,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,674514174,2,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1925471351,0,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,222030139,0,0,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,576611555,2,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,2088114091,2,1,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,2113538317,0,0,flank,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,2111539576,0,0,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,699737170,1,1,direct_lower,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1284603989,1,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
test,moving_hit,1684843813,1,1,direct_upper,aggressive_script,True,False,3,0.05,valid_hit|task_success,False,b6206daf98e4c6f4f492a7bda619663efe4e43dccb7b69117e422984126a6037
